,id,adult,title,original_language,overview,title,popularity,release_date,vote_average,vote_count
9592,226486,False,Tammy,en,"After losing her job and learning that her husband has been unfaithful, a woman hits the road with her profane, hard-drinking grandmother.",Tammy,31.585,2014-07-02,5.3,1064
9593,226140,False,See No Evil 2,en,"A group of friends pays a late-night visit to the city morgue to surprise Amy on her birthday. But the surprise is on them when the one-eyed corpse of brutal psychopath Jacob Goodnight unexpectedly rises from a cold sub-basement slab, turning their wild party into a terrifying slay-fest.",See No Evil 2,11.519,2014-10-21,5.3,242
9594,73935,False,Vamps,en,The modern-day story focuses on two beautiful young vampires who are living the good nightlife in New York until love enters the picture and each has to make a choice that will jeopardize their immortality.,Vamps,22.782,2012-08-25,5.3,229
9595,11231,False,The Next Karate Kid,en,"Mr. Miyagi decides to take Julie, a troubled teenager, under his wing after he learns that she blames herself for her parents' demise and struggles to adjust with her grandmother and fellow pupils.",The Next Karate Kid,23.086,1994-07-18,5.3,807
9596,11284,False,Freddy's Dead: The Final Nightmare,en,"Just when you thought it was safe to sleep, Freddy Krueger returns in this sixth installment of the Nightmare on Elm Street films, as psychologist Maggie Burroughs, tormented by recurring nightmares, meets a patient with the same horrific dreams. Their quest for answers leads to a certain house on Elm Street -- where the nightmares become reality.",Freddy's Dead: The Final Nightmare,46.798,1991-09-05,5.3,1014
9597,463906,False,The Saint,en,"International master thief, Simon Templar, also known as The Saint, is asked by a desperate rich man to find his kidnapped daughter. However, in addition to evading the authorities, Simon must face a dangerous adversary from his past.",The Saint,25.425,2017-07-11,5.3,247
9598,9042,False,The Cave,en,"After a group of biologists discovers a huge network of unexplored caves in Romania and, believing it to be an undisturbed eco-system that has produced a new species, they hire the best American team of underwater cave explorers in the world. While exploring deeper into the underwater caves, a rockslide blocks their exit, and they soon discover a larger carnivorous creature has added them to its food chain.",The Cave,14.625,2005-08-26,5.3,738
9599,426285,False,Fullmetal Alchemist,ja,Two alchemist brothers go on a quest for the Philosopher's Stone after an attempt to revive their dead mother goes horribly wrong.,Fullmetal Alchemist,15.022,2017-12-01,5.3,440
9600,424619,False,Les Tuche 3,fr,"After a groundbreaking presidential election, Jeff Tuche becomes the new President of France and moves in the Elysee with his family to govern the country.",Les Tuche 3,12.527,2018-01-31,5.3,692
9601,9612,False,Coneheads,en,"A pair of aliens arrive on Earth to prepare for invasion, but crash instead. With enormous cone-shaped heads, robotlike walks and an appetite for toilet paper, aliens Beldar and Prymatt don't exactly blend in with the population of Paramus, N.J. But for some reason, everyone believes them when they say they're from France.",Coneheads,15.174,1993-07-23,5.3,744
9602,632931,False,The Silence of the Marsh,es,"A successful, cold-blooded crime novelist gets involved in a kidnapping case while uncovering the corrupt ties between politicians and the local mafia in Valencia, Spain.",The Silence of the Marsh,12.798,2019-11-08,5.3,202
9603,364067,False,A Very Murray Christmas,en,"Bill Murray worries no one will show up to his TV show due to a massive snowstorm in New York City. Through luck and perseverance, guests arrive at Gotham’s Carlyle Hotel to help him — dancing and singing in holiday spirit.",A Very Murray Christmas,7.315,2015-12-04,5.3,345
9604,295011,False,Patient Zero,en,"After an unprecedented global pandemic has turned the majority of humankind into violent infected beings, Morgan, a man gifted with the ability to speak the infected's new language, leads the last survivors on a hunt for patient zero and a cure.",Patient Zero,16.302,2018-09-14,5.3,293
9605,277368,False,Nicholas on Holiday,fr,"It's the end of the school year. The long-awaited moment of the holidays is arrive. The little Nicolas, her parents and Grandma take the road towards the sea, and settle in for some time at the Hotel Beau-Rivage.",Nicholas on Holiday,7.035,2014-07-09,5.3,399
9606,317091,False,November Criminals,en,"When Addison investigates the murder of his friend Kevin with the help of Phoebe, they discover that the truth is darker than they had ever imagined.",November Criminals,6.844,2017-11-07,5.3,551
9607,8487,False,Wild Wild West,en,Legless Southern inventor Dr. Arliss Loveless plans to rekindle the Civil War by assassinating President U.S. Grant. Only two men can stop him: gunfighter James West and master-of-disguise and inventor Artemus Gordon. The two must team up to thwart Loveless' plans.,Wild Wild West,25.209,1999-06-29,5.3,2841
9608,480042,False,Escape Plan: The Extractors,en,"After security expert Ray Breslin is hired to rescue the kidnapped daughter of a Hong Kong tech mogul from a formidable Latvian prison, Breslin's girlfriend is also captured. Now he and his team must pull off a deadly rescue mission to confront their sadistic foe and save the hostages before time runs out.",Escape Plan: The Extractors,29.366,2019-06-20,5.3,660
9609,13924,False,The Adventures of André and Wally B.,xx,"There's nothing like a restful nap in a pleasant wooded valley. But when André awakens and is greeted by a pesky yellow-and-black striped insect with a nasty stinger, he ends up taking a quick (and painful) hike.",The Adventures of André and Wally B.,8.571,1984-12-17,5.3,228
9610,1792,False,Stuck on You,en,"In Martha's Vineyard, Mass., conjoined twins Walt and Bob Tenor make the best of their handicap by being the fastest grill cooks in town. While outgoing Walt hopes to one day become a famous actor, shy Bob prefers to stay out of the spotlight. When a fading Hollywood actress, Cher, decides to get her show ""Honey and the Beaze"" cancelled, she hires Walt -- and his brotherly appendage -- as her costars. But their addition surprisingly achieves the opposite.",Stuck on You,12.765,2003-12-10,5.3,554
9611,10804,False,King Ralph,en,"As the only relative to take over the Royal throne, a down on his luck American slob must learn the ways of the English.",King Ralph,7.214,1991-02-15,5.3,236
9612,17684,False,Chouchou,fr,"Choukri, alias Chouchou, a transvestite Maghrebi with clear eyes, comes illegally to Paris to find his nephew. Hired as an assistant by a psychotherapist, known for his good mood, he also work as a waiter in a transvestite cabaret of Clichy where he meets Stanislas.",Chouchou,8.207,2003-03-19,5.3,410
9613,369202,False,Lake Bodom,fi,"Every camper’s worst nightmare came true at Lake Bodom in 1960 when four teenagers were stabbed to death while sleeping in their tent. As the years passed and the case grew cold, the unsolved mystery turned into an urban legend, a creepy campfire story passed from generation to generation. Now, a group of teenagers arrives at the same campsite, hoping to solve the murder by reconstructing it minute by minute. As night falls, it turns out that not all of them are there to play. Tonight… it’s girls against boys. Let the killing games begin.",Lake Bodom,6.498,2016-08-19,5.3,208
9614,25018,False,Leatherface: The Texas Chainsaw Massacre III,en,Two college students driving coast to coast are lured off the main highway and onto a deserted Texas road. Here they are stalked by the menacing Leatherface and his demented family...a bizarre cannibalistic clan with blood on their hands and a feast on their minds. The students’ only chance for escape is a survivalist with enough firepower to blast Leatherface and the rest of the grisly predators to hell. A depraved shocker of intense terror from the gruesome beginning to the bloody finish.,Leatherface: The Texas Chainsaw Massacre III,26.893,1990-01-12,5.3,382
9615,10808,False,Dr. Dolittle 2,en,"A group of beavers ask Dr. Dolittle to save their habitat from loggers. The only hope is to get the forest preserved because it's the home of a protected bear, but there's a problem: the bear's the only bear in the forest, so she can't reproduce. Undaunted, Dolittle persuades a circus bear to help out, but he has to teach him not just the ways of the wild, but the wiles of lady bears too.",Dr. Dolittle 2,15.243,2001-06-22,5.3,1420
9616,392140,False,Ma famille t’adore déjà !,fr,A young man meets his soon-to-be in-laws but discovers behind their proud and wealthy appearances some deep issues and lies.,Ma famille t’adore déjà !,4.791,2016-11-09,5.3,252
9617,553141,False,The Head Hunter,en,"On the outskirts of a kingdom, a quiet but fierce medieval warrior protects the realm from monsters and the occult. His gruesome collection of heads is missing only one - the monster that killed his daughter years ago. Driven by a thirst for revenge, he travels wild expanses on horseback. When his second chance arrives, it’s in a way far more horrifying than he ever imagined.",The Head Hunter,9.201,2019-04-05,5.3,228
9618,44564,False,The Dilemma,en,"Longtime friends Ronny and Nick are partners in an auto-design firm. They are hard at work on a presentation for a dream project that would really launch their company. Then Ronny spots Nick's wife out with another man, and in the process of investigating the possible affair, he learns that Nick has a few secrets of his own. As the presentation nears, Ronny agonizes over what might happen if the truth gets out.",The Dilemma,14.369,2011-01-13,5.3,711
9619,30178,False,Stuart Little 3: Call of the Wild,en,"With school out for the summer,  The Littles are vacationing in a cabin by the lake, and Stuart is so excited he could burst! But when Snowbell the cat is captured by a mean-spirited creature known simply as the Beast, it's up to Stuart and a skunk named Reeko to rescue him and a few other friends.",Stuart Little 3: Call of the Wild,13.623,2005-07-14,5.3,409
9620,9876,False,Stop! Or My Mom Will Shoot,en,"A tough police sergeant's mother comes to visit him, and promptly starts trying to fix up his life, much to his embarrassment. For his birthday she buys him a machine gun out of the back of a van, and begins to further interfere with his job and love life, eventually helping him with a case he's on.",Stop! Or My Mom Will Shoot,11.629,1992-02-21,5.3,829
9621,531593,False,Reprisal,en,"Jacob, a bank manager haunted by a violent heist that took the life of a coworker, teams up with his ex-cop neighbor, James, to bring down the assailant. While the two men work together to figure out the thief’s next move, Gabriel, the highly-trained criminal, is one step ahead. When Gabriel kidnaps Jacob’s wife and daughter, Jacob barrels down a path of bloodshed that initiates an explosive counterattack and brings all three men to the breaking point.",Reprisal,10.903,2018-08-31,5.3,235
9622,341392,False,Lolo,fr,"On holiday in the south of France, chic Parisian sophisticate Violette meets life-loving IT geek Jean-René. Against all odds, there’s a real chemistry between them and at the end of the summer, Jean-René wastes no time in joining his beloved in Paris. But there’s trouble in paradise, and a third party swiftly appears to shatter the couple’s idyll: Lolo, Violette’s ultra-possessive 19-year-old son, who is determined to get rid of his mother’s lover, whatever it takes…",Lolo,7.82,2015-09-03,5.3,322
9623,245846,False,Strangerland,en,"Newly arrived to a remote desert town, Catherine and Matthew are tormented by a suspicion when their two teenage children mysteriously vanish.",Strangerland,7.631,2015-07-01,5.3,211
9624,12657,False,Soul Plane,en,"Following a ridiculously awful flight that leads to his pet's death, Nashawn Wade files a lawsuit against the airline, and wins a multimillion-dollar settlement. Determined to create a better flying experience, Nashawn starts his own airline, one that caters to an African-American clientele. Going into business with a tricked-out plane piloted by the smooth Capt. Mack, the airline hits a snag when it has to deal with the family of Elvis Hunkee.",Soul Plane,30.871,2004-05-28,5.3,336
9625,888,False,The Flintstones,en,Modern Stone Age family the Flintstones hit the big screen in this live-action version of the classic cartoon. Fred helps Barney adopt a child. Barney sees an opportunity to repay him when Slate Mining tests its employees to find a new executive. But no good deed goes unpunished.,The Flintstones,49.94,1994-05-26,5.3,2036
9626,463602,False,Slumber,en,A sleep doctor tries to protect a family from a demon that feeds on people in their nightmares.,Slumber,13.576,2017-12-01,5.3,295
9627,9711,False,Species III,en,"After she delivers her child in an ambulance, alien Eve is killed by a half-breed. Fortunately, Dr. Abbot scoops up the baby alien and escapes. In time, the baby grows into a gorgeous blonde named Sara and begins her quest to find a worthy mate. But Sara is also savage and leaves a trail of deaths in her wake. This carnage makes chemistry student Dean question whether to help her race or not.",Species III,32.479,2004-11-26,5.3,322
9628,47964,False,A Good Day to Die Hard,en,"Iconoclastic, take-no-prisoners cop John McClane, finds himself for the first time on foreign soil after traveling to Moscow to help his wayward son Jack - unaware that Jack is really a highly-trained CIA operative out to stop a nuclear weapons heist. With the Russian underworld in pursuit, and battling a countdown to war, the two McClanes discover that their opposing methods make them unstoppable heroes.",A Good Day to Die Hard,51.455,2013-02-06,5.3,5637
9629,13824,False,Superstar,en,"Orphan Mary Katherine Gallagher, an ugly duckling at St. Monica High School, has a dream: to be kissed soulfully. She decides she can realize this dream if she becomes a superstar, so her prayers, her fantasies and her conversations with her only friend focus on achieving super-stardom.",Superstar,10.333,1999-10-08,5.3,244
9630,10535,False,Spy Hard,en,"The evil Gen. Rancor has his sights set on world domination, and only one man can stop him: Dick Steele, also known as Agent WD-40. Rancor needs to obtain a computer circuit for the missile that he is planning to fire, so Steele teams up with Veronique Ukrinsky, a KGB agent whose father designed the chip. Together they try to locate the evil mastermind's headquarters, where Veronique's father and several other hostages are being held.",Spy Hard,16.305,1996-05-24,5.3,494
9631,263472,False,Knock Knock,en,"When a devoted husband and father is left home alone for the weekend, two stranded young women unexpectedly knock on his door for help. What starts out as a kind gesture results in a dangerous seduction and a deadly game of cat and mouse.",Knock Knock,61.836,2015-06-26,5.3,2578
9632,242076,False,The Bag Man,en,A criminal waits in a seedy motel for his boss after killing several men to steal a bag.,The Bag Man,7.22,2014-02-28,5.3,274
9633,37430,False,Conan the Barbarian,en,"A quest that begins as a personal vendetta for the fierce Cimmerian warrior soon turns into an epic battle against hulking rivals, horrific monsters, and impossible odds, as Conan realizes he is the only hope of saving the great nations of Hyboria from an encroaching reign of supernatural evil.",Conan the Barbarian,85.357,2011-08-17,5.3,1576
9634,97795,False,Apartment 143,en,"A team of parapsychologists sets out to investigate a series of anomalous phenomena taking place in a newly occupied apartment. Telephone calls with no caller, mysterious shadows, extraordinary light emissions, flying objects, and exploding light bulbs are some of the events they will face while recording their every step with state-of-the-art technology. Using infrared filming, digital photography, psychophonic recordings, movement detectors, and magnetic field alteration meters, the group’s attempts to contact the “other side” will grow increasingly dangerous as they near a point of no return.",Apartment 143,5.787,2011-10-11,5.3,232
9635,157544,False,The Vatican Tapes,en,"In a highly secured vault deep within the walls of Vatican City, the Catholic Church holds thousands of old films and video footage documenting exorcisms/supposed exorcisms and other unexplained religious phenomena they feel the world is not ready to see. This is the first tape - Case 83-G - stolen from these archives and exposed to the public by an anonymous source.",The Vatican Tapes,37.587,2015-07-24,5.3,642
9636,12700,False,Dominion: Prequel to The Exorcist,en,"Haunted by terrible acts the Nazis forced him to participate in, the disenchanted Father Lankester Merrin focuses his energies on helping with an archaeological dig in the northern part of Kenya. There, the crew uncovers a church that predates Christian missions into the area, but the discovery also causes strange events to start occurring -- including physical changes to a young, disabled boy, whom Merrin grows to suspect has been possessed by a demon.",Dominion: Prequel to The Exorcist,24.39,2005-05-20,5.3,253
9637,582885,False,Cuties,fr,"Amy, an 11-year-old girl, joins a group of dancers named “the cuties” at school, and rapidly grows aware of her burgeoning femininity—upsetting her mother and her values in the process.",Cuties,9.972,2020-08-19,5.3,343
9638,38579,False,Marmaduke,en,"When Phil and Debbie Winslow relocate from their native Kansas to the sunny climes of Orange County, their big-hearted, havoc-wreaking Great Dane gets a taste of the dog's life, California-style.",Marmaduke,26.679,2010-06-04,5.3,628
9639,20616,False,Swimfan,en,"Ben Cronin has it all: the admiration of his many friends, a terrific girlfriend, and he's on the fast-track to an athletic scholarship. Ben's rock-solid, promising future and romance are turned upside-down with the arrival of Madison Bell. Madison, the new girl in town, quickly sets her sights on the impressionable Ben. While their first few meetings are innocent enough, the obsessive and seductive Madison wants more ... much more.",Swimfan,8.211,2002-09-06,5.3,216
9640,9731,False,Friday the 13th: A New Beginning,en,"Homicidal maniac Jason returns from the grave to cause more bloody mayhem. Young Tommy may have escaped from Crystal Lake, but he’s still haunted by the gruesome events that happened there. When gory murders start happening at the secluded halfway house for troubled teens where he now lives, it seems like his nightmarish nemesis, Jason, is back for more sadistic slaughters.",Friday the 13th: A New Beginning,32.124,1985-03-22,5.3,861
9641,139455,False,Silent Night,en,The police force of a remote Midwestern town search for a killer Santa Claus who is picking off citizens on Christmas Eve.,Silent Night,8.378,2012-11-30,5.3,221
9642,71469,False,The Darkest Hour,en,"In Moscow, five young people lead the charge against an alien race which has attacked Earth via our power supply.",The Darkest Hour,14.512,2011-12-22,5.3,1214
9643,408381,False,Monolith,en,A mother and her son plan a surprise visit to Los Angeles to see her husband/his father. Halfway there they get into a terrible accident in the middle of nowhere and now must fight to survive.,Monolith,31.983,2016-05-12,5.3,319
9644,301337,False,Downsizing,en,A kindly occupational therapist undergoes a new procedure to be shrunken to four inches tall so that he and his wife can help save the planet and afford a nice lifestyle at the same time.,Downsizing,25.931,2017-12-22,5.3,3158
9645,44113,False,Stone,en,"Parole officer Jack Mabry has only a few weeks left before retirement and wishes to finish out the cases he's been assigned. One such case is that of Gerald 'Stone' Creeson, a convicted arsonist who is up for parole. Jack is initially reluctant to indulge Stone in the coarse banter he wishes to pursue and feels little sympathy for the prisoner's pleads for an early release. Seeing little hope in convincing Jack himself, Stone arranges for his wife to seduce the officer, but motives and intentions steadily blur amidst the passions and buried secrets of the corrupted players in this deadly game of deception.",Stone,9.706,2010-10-07,5.3,564
9646,17825,False,The 11 Commandments,fr,"After an evening of drinking, six men find themselves in front of The God of the Joke. Distressed to find that people aren't laughing anymore, He gives the six friends a mission: to save the world with the Eleven Commandments of the Joke. The men enthusiastically take on their task. They undertake various tests aimed at pushing the limits of stupidity.",The 11 Commandments,5.533,2004-02-04,5.3,376
9647,9626,False,Red Sonja,en,"The tyrant Gedren seeks the total power in a world of barbarism. She raids the city Hablac and kills the keeper of a talisman that gives her great power. Red Sonja, sister of the keeper, sets out with her magic sword to overthrow Gedren.",Red Sonja,17.439,1985-04-09,5.3,639
9648,426962,False,Room(h)ates,fr,"Delphine and Yvan divorce. While his financial situation does not allow him to find a home, Yvan remembers that he owns 20% of his ex-wife's house. He then returned to live with Delphine, in his 20%. The two ex will discover the joys of forced housemates.",Room(h)ates,4.731,2017-04-19,5.3,328
9649,10063,False,The Breed,en,"Brothers John and Matt have inherited an island cabin from their recently deceased uncle. Along with Matt's girlfriend, Nicki, and other mutual friends, the siblings travel to the cabin for a relaxing weekend getaway. But, not long after arriving, the group is besieged by ravenous dogs. They watch in horror as another vacationer, Luke, is eaten alive. Soon, they discover a training facility where the dogs have been bred to kill.",The Breed,10.279,2006-05-17,5.3,290
9650,9446,False,Jungle 2 Jungle,en,"Uptight New York City executive, Michael Cromwell, pursues his soon-to-be ex-wife to South America and returns home with the son he never knew he had -- a boy raised in a tribal village in Brazil. Armed with only his blowgun, the 13-year-old Mimi-Siku discovers that the world outside his jungle home is indeed a strange place.",Jungle 2 Jungle,10.275,1997-03-04,5.3,390
9651,14405,False,Beverly Hills Chihuahua,en,"A pampered Beverly Hills chihuahua named Chloe who, while on vacation in Mexico with her owner Viv's niece, Rachel, gets lost and must rely on her friends to help her get back home before she is caught by a dognapper who wants to ransom her.",Beverly Hills Chihuahua,77.146,2008-10-03,5.3,876
9652,336445,False,Army of One,en,"Gary Faulkner is an ex-con, unemployed handyman, and modern day Don Quixote who receives a vision from God telling him to capture Osama Bin Laden. Armed with only a single sword purchased from a home-shopping network, Gary travels to Pakistan to complete his mission. While on his quest, Gary encounters old friends back home in Colorado, the new friends he makes in Pakistan, the enemies he makes at the CIA - and even God and Osama themselves.",Army of One,10.158,2016-11-04,5.3,232
9653,417830,False,Diary of a Wimpy Kid: The Long Haul,en,A Heffley family road trip to attend Meemaw's 90th birthday party goes hilariously off course thanks to Greg's newest scheme to get to a video gaming convention.,Diary of a Wimpy Kid: The Long Haul,25.353,2017-05-19,5.3,370
9654,289153,False,"Sex, Love & Therapy",fr,"A romantic comedy about two Parisian therapists who are so obsessed about getting into the sack with anyone they meet, they can’t ever get it on with each other.","Sex, Love & Therapy",7.449,2014-10-01,5.3,240
9655,176068,False,+1,en,"Three college friends go to the biggest party of the year, each looking for something different: love, sex and a simple human connection. When a supernatural phenomenon disrupts the party, it lights a fuse on what will become the strangest night anyone has ever seen. As the three friends struggle to find what they’re looking for, the party quickly descends into a chaos that challenges if they can stay friends or if they can even stay alive.",+1,4.828,2013-09-20,5.3,212
9656,23966,False,Deadgirl,en,"When high school misfits Rickie and JT decide to ditch school and find themselves lost in the crumbling facility of a nearby abandoned hospital, they come face-to-face with a gruesome discovery: a body of a woman stripped naked, chained to a table and covered in plastic and soon realize she is anything but dead. Quickly the boys find themselves embarking on a twisted yet poignant journey testing the limits of their friendship, and forces both to decide just how far they're willing to stretch their understanding of right and wrong.",Deadgirl,9.945,2008-09-06,5.3,278
9657,611468,False,Kidnapping Stella,de,"Snatched off the street and held for ransom, a bound and gagged woman uses her limited powers to derail her two masked abductors' carefully laid plans.",Kidnapping Stella,13.506,2019-06-29,5.3,369
9658,234212,False,Demonic,en,A police officer and a psychologist investigate the deaths of five people who were killed while trying to summon ghosts.,Demonic,10.882,2015-02-12,5.3,414
9659,109099,False,Passion,en,The rivalry between the manipulative boss of an advertising agency and her talented protégée escalates from stealing credit to public humiliation to murder.,Passion,9.572,2012-09-07,5.3,340
9660,10906,False,Pet Sematary II,en,"The ""sematary"" is up to its old zombie-raising tricks again. This time, the protagonists are Jeff Matthews, whose mother died in a Hollywood stage accident, and Drew Gilbert, a boy coping with an abusive stepfather.",Pet Sematary II,24.151,1992-08-28,5.3,401
9661,9714,False,Home Alone 3,en,"9-year-old Alex Pruitt is home alone with the chicken pox. Turns out, due to a mix-up among nefarious spies, Alex was given a toy car concealing a top-secret microchip. Now Alex must fend off the spies as they try to break into his house to get it back.",Home Alone 3,38.685,1997-12-12,5.3,2497
9662,580630,False,Girl on the Third Floor,en,"Don Koch tries to renovate a rundown mansion with a sordid history for his growing family, only to learn that the house has other plans.",Girl on the Third Floor,6.632,2019-10-25,5.3,223
9663,22084,False,Dadnapped,en,"Melissa has a bad case of sibling rivalry, only her competition is a fictional character in her father's best-selling novel about a teenage super spy. When her father is ""dadnapped"" by a group of overzealous fans, it's up to Melissa to help him by tapping her inner superhero.",Dadnapped,8.281,2009-02-16,5.3,210
9664,9841,False,Rest Stop,en,"In Texas, the aspirant actress Nicole Carrow runs away home to Los Angeles with her boyfriend Jess Hilts. They drive through a shortcut in an old road, and when they park in a rest stop, Jess is abducted by the sadistic driver of an old yellow truck. Along the night, Nicole is threatened by the sick maniac, while mysterious things happen to her in the place.",Rest Stop,10.109,2006-10-07,5.3,202
9665,8766,False,Hellraiser: Bloodline,en,"In the 22nd century, a scientist attempts to right the wrong his ancestor created: the puzzle box that opens the gates of Hell and unleashes Pinhead and his Cenobite legions.",Hellraiser: Bloodline,10.807,1996-03-08,5.3,386
9666,430365,False,With Open Arms,fr,"Jean-Étienne Fougerole is an intellectual bohemian who released his new novel ""In Open Arms"" and calling the wealthiest people to welcome home the families in need. While he promotes his book during a televised debate, his opponent criticized him for not applying what he himself advocates. While stuck, Jean-Étienne Fougerole accepts the challenge, for fear of being discredited. The same evening, a family of Roma rings the door of his Marnes-la-Coquette villa and the writer feels obliged to house them.",With Open Arms,5.8,2017-04-05,5.3,411
9667,242310,False,Rage,en,"When the Russian mob kidnaps the daughter of a reformed criminal, he rounds up his old crew and seeks his own brand of justice.",Rage,21.994,2014-05-09,5.3,632
9668,50838,False,Wrecked,en,"A man awakens in a car wreck at the bottom of a steep cliff. He can't remember who he is or how he got there, but a report over the radio fills in some of the blanks, as it describes a violent bank robbery and names a perpetrator who happens to be sitting dead in the back seat.",Wrecked,6.427,2010-04-01,5.3,281
9669,475210,False,How It Ends,en,A desperate father tries to return home to his pregnant wife after a mysterious apocalyptic event turns everything to chaos.,How It Ends,19.319,2018-07-13,5.3,1673
9670,13121,False,Teeth,en,"Dawn is an active member of her high-school chastity club but, when she meets Tobey, nature takes its course, and the pair answer the call. They suddenly learn she is a living example of the vagina dentata myth, when the encounter takes a grisly turn.",Teeth,16.046,2007-06-17,5.3,581
9671,11260,False,Meet Dave,en,"A crew of miniature aliens operate a spaceship that has a human form. While trying to save their planet, the aliens encounter a new problem, as their ship becomes smitten with an Earth woman.",Meet Dave,16.039,2008-07-08,5.3,1177
9672,100241,False,"I, Frankenstein",en,"200 years after his shocking creation, Dr. Frankenstein's creature, Adam, still walks the earth. But when he finds himself in the middle of a war over the fate of humanity, Adam discovers he holds the key that could destroy humankind.","I, Frankenstein",21.109,2014-01-22,5.3,1609
9673,146301,False,Paranormal Activity: The Ghost Dimension,en,"Using a special camera that can see spirits, a family must protect their daughter from an evil entity with a sinister plan.",Paranormal Activity: The Ghost Dimension,37.487,2015-10-21,5.3,1176
9674,10845,False,2001 Maniacs,en,"On their way to Spring Break, college kids take a detour through an old Southern town. The people of Pleasant Valley insist the kids stay for their annual barbecue celebration... but instead of getting a taste of the old South, the old South gets a taste of them!",2001 Maniacs,10.069,2005-05-12,5.3,202
9675,359790,False,Blackway,en,"A young woman newly returned to her hometown becomes the subject of harassment by a man named Blackway, an ex-cop turned violent crime lord who operates with impunity in this small community on the edge of the wilderness. Forsaken by the local townspeople—and advised by the Sheriff to leave town—Lillian decides instead to take a stand against her sociopathic stalker, and enlists the help of ex-logger Lester and his laconic young sidekick.",Blackway,17.69,2015-10-03,5.3,303
9676,11375,False,Hollywood Homicide,en,"Joe Gavilan and his new partner K. C. Calden, are detectives on the beat in Tinseltown. Neither one of them really wants to be a cop, Gavilan moonlights as a real estate broker, and Calden is an aspiring actor moonlighting as a yoga instructor. When the two are assigned a big case they must work out whether they want to solve the case or follow their hearts.",Hollywood Homicide,8.213,2003-06-09,5.3,514
9677,362057,False,Martyrs,en,A woman and her childhood friend seek out revenge on those who victimized and abused them.,Martyrs,17.725,2016-01-22,5.3,237
9678,210908,False,All Cheerleaders Die,en,"When tragedy rocks Blackfoot High, rebellious outsider Mäddy Killian shocks the student body by joining the cheerleading squad. After a confrontation with the football team, Mäddy and her new cheerleader friends are sent on a supernatural roller coaster ride which leaves a path of destruction none of them may be able to escape.",All Cheerleaders Die,8.756,2013-10-31,5.3,339
9679,301728,False,Infini,en,"A search and rescue team are transported through deep space to a distant mining colony to save the sole survivor of a biological outbreak.  During their mission, they find a lethal weapon which is set to arrive on Earth within the hour.",Infini,5.586,2015-04-11,5.3,292
9680,154512,False,Lightning Strike,it,,Lightning Strike,7.627,2012-12-13,5.3,216
9681,15028,False,Clockstoppers,en,"Until now, Zak Gibbs' greatest challenge has been to find a way to buy a car. But when he discovers an odd wristwatch amidst his father's various inventions and slips it on -- something very strange happens. The world around him seems to come to a stop, everything and everybody frozen in time. Zak quickly learns how to manipulate the device and he and his quick-witted and beautiful new friend, Francesca, start to have some real fun.",Clockstoppers,13.002,2002-03-17,5.3,248
9682,505177,False,10x10,en,"Lewis is an outwardly ordinary guy, but in reality he is hiding an obsession – revenge – against Cathy. Lewis kidnaps Cathy in broad daylight and takes her to his home, where he locks her in a soundproof cell and attempts to extract a dark secret from her past.",10x10,20.133,2018-04-13,5.3,456
9683,280391,False,Animal Kingdom: Let's Go Ape,fr,"Based on the novel 'Evolution Man' by Roy Lewis, this tells the story about the first man - young Edward - to descend from apes. Edward is ejected by his tribe, but is very resourceful. He learns to walk, discovers fire, manages to hunt - and we follow him as he evolves. He has a generous nature, and search for true humanity - a world where we don't eat our fathers.",Animal Kingdom: Let's Go Ape,8.772,2015-04-08,5.3,303
9684,93856,False,Chernobyl Diaries,en,"A group of six tourists looking to go off the beaten path, hire an 'extreme tour guide' who, ignoring warnings, takes them into the city of Pripyat, the former home to the workers of the Chernobyl nuclear reactor, but now a deserted town since the disaster more than 25 years earlier. After a brief exploration of the abandoned city, the group members find themselves stranded, only to discover that they are not alone.",Chernobyl Diaries,36.55,2012-05-24,5.3,1358
9685,50357,False,Apollo 18,en,"Officially, Apollo 17 was the last manned mission to the moon. But a year later in 1973, three American astronauts were sent on a secret mission to the moon funded by the US Department of Defense. What you are about to see is the actual footage which the astronauts captured on that mission. While NASA denies its authenticity, others say it's the real reason we've never gone back to the moon.",Apollo 18,15.976,2011-07-20,5.3,814
9686,42888,False,How Do You Know,en,"After being cut from the USA softball team and feeling a bit past her prime, Lisa finds herself evaluating her life and in the middle of a love triangle, as a corporate guy in crisis competes with her current, baseball-playing beau.",How Do You Know,8.748,2010-12-17,5.3,794
9687,9557,False,Boat Trip,en,"Two guys whose love lives are a wreck look forward to finding ladies on the high seas. Unfortunately, they've mistakenly been booked on a gay cruise.",Boat Trip,25.54,2002-10-01,5.3,526
9688,298614,False,Do Not Disturb,fr,"Michel, who's crazy about jazz, has just found a rare album that he dreams of quietly listening to in his living room. But the world seems to have conspired against him: his wife chooses this moment to divulge an ill-timed revelation, his adult son makes a surprise visit, one of his friends knocks on the door, while his mother keeps calling him on his smartphone. Not to mention that today the residents in his apartment building are holding their annual House Party. Manipulative and a liar, Michel is ready to do anything to have a moment of peace and quiet. Is it still possible, in this day and age, to just have one hour of peace?",Do Not Disturb,4.505,2014-12-31,5.3,296
